Timestamp,(Position_Blue_X,Position_Blue_Y),Rotation_Blue,(Position_Purple_X,Position_Purple_Y),Rotation_Purple
14:44:34.894,(21.2758,-12.89991),187.2025,(23.84109,-19.33471),346.4884
14:44:34.970,(20.61523,-13.489),151.0765,(23.35866,-18.90672),331.9572
14:44:35.101,(19.92018,-14.19956),162.4293,(23.34311,-18.35245),332.3168
14:44:35.208,(19.27814,-14.9543),127.1174,(23.411,-17.5454),307.2038
14:44:35.301,(18.5965,-15.65503),100.2004,(23.8349,-16.90082),291.3452
14:44:35.378,(17.96717,-16.25744),108.9944,(24.54902,-16.50802),296.9887
14:44:35.505,(18.30737,-14.12581),70.66141,(24.78785,-16.18371),264.0341
14:44:35.582,(18.59601,-12.65609),116.4169,(24.09057,-16.07024),292.1945
14:44:35.695,(18.77706,-11.72354),140.4868,(23.38016,-15.86615),306.2358
14:44:35.781,(18.65736,-10.92641),132.0191,(23.66799,-15.57334),311.2197
14:44:35.884,(18.13793,-10.28009),122.3167,(24.45897,-15.50641),310.284
14:44:35.981,(17.75833,-9.365791),114.6696,(25.32177,-15.7556),293.783
14:44:36.138,(17.58052,-8.42686),135.7444,(25.79717,-15.86497),309.8763
14:44:36.194,(18.0097,-8.055607),142.9188,(26.2237,-16.03525),324.6845
14:44:36.282,(18.85032,-7.633633),122.061,(26.67148,-15.93469),314.9562
14:44:36.381,(19.6875,-7.297118),147.3431,(26.87975,-15.15883),330.646
14:44:36.485,(20.4011,-6.829597),105.5399,(27.29028,-14.45845),298.3007
14:44:36.571,(20.97806,-6.286162),153.8623,(27.62017,-13.71506),319.4879
14:44:36.690,(20.69851,-5.725176),136.9407,(28.31639,-13.28147),314.6012
14:44:36.775,(19.00776,-6.090663),133.4369,(29.90814,-14.07919),310.0941
14:44:36.881,(17.58165,-6.517197),124.7174,(31.47675,-14.93283),306.9023
14:44:36.972,(18.11611,-6.855725),119.6935,(32.4956,-15.48724),298.0735
14:44:37.083,(18.84383,-7.380974),116.8524,(33.30173,-15.8295),297.1736
14:44:37.182,(19.57287,-8.041555),139.2,(33.32176,-15.42325),302.0061
14:44:37.301,(20.17184,-8.663479),155.2977,(33.29913,-14.82047),313.7129
14:44:37.382,(20.96654,-9.275105),121.8469,(32.79449,-14.08466),313.0476
14:44:37.497,(21.70206,-9.636542),106.6068,(32.4287,-13.43763),287.4378
14:44:37.599,(22.64104,-9.76402),104.7824,(31.83389,-12.91822),284.1612
14:44:37.713,(23.60573,-9.576984),115.6056,(31.32707,-12.31575),293.0022
14:44:37.789,(24.28928,-9.320515),91.37792,(30.91376,-11.64662),269.9063
14:44:37.900,(24.50188,-9.572876),128.0667,(30.75949,-10.83934),292.2501
14:44:38.010,(24.16145,-11.43557),80.79588,(30.64658,-9.891438),265.0887
14:44:38.103,(23.7172,-13.36452),60.16063,(30.43623,-9.246566),252.5657
14:44:38.196,(23.47782,-14.40395),71.36802,(30.95902,-7.920446),256.5368
14:44:38.301,(22.83948,-14.81272),49.54925,(32.05945,-6.14135),245.2769
14:44:38.382,(22.11543,-15.05893),56.72679,(32.67039,-5.153631),251.1061
14:44:38.498,(21.20808,-15.39045),45.55992,(33.19913,-4.392759),243.8006
14:44:38.580,(20.51184,-15.57454),43.80673,(33.39086,-3.676553),232.2583
14:44:38.685,(19.91681,-15.78409),44.07912,(33.37876,-2.866411),218.2154
14:44:38.780,(19.14971,-15.5676),37.57332,(33.44408,-2.314272),220.0827
14:44:38.881,(18.70529,-15.42295),56.4516,(33.58245,-1.626259),230.0754
14:44:38.980,(18.9726,-15.97918),57.3159,(33.40995,-0.6935496),217.8673
14:44:39.079,(19.25369,-18.12434),68.93748,(33.15073,0.1365236),228.1127
14:44:39.183,(19.45875,-19.93099),62.16913,(32.82944,1.064342),216.3906
14:44:39.290,(19.57615,-20.92029),46.14989,(31.82425,2.947909),210.7333
14:44:39.379,(20.26336,-21.5546),49.93893,(30.99541,4.475348),216.8607
14:44:39.495,(21.14269,-22.06026),72.66525,(30.45734,5.433209),236.2837
14:44:39.582,(21.9319,-22.29523),56.19064,(29.89036,5.979641),216.925
14:44:39.686,(22.29385,-21.68583),9.452592,(29.07931,6.032683),199.0312
14:44:39.789,(22.01424,-20.74833),329.0062,(28.15269,5.793534),199.0217
14:44:39.891,(21.4063,-20.2053),325.2623,(27.55142,5.312875),197.9192
14:44:39.970,(20.56376,-20.03456),316.9052,(27.66325,4.669446),188.2754
14:44:40.091,(19.44871,-20.10061),308.8622,(28.35856,4.203879),177.332
14:44:40.166,(17.99614,-20.32361),310.8576,(28.5188,3.621676),189.5873
14:44:40.310,(16.85115,-20.96979),294.1577,(28.80481,3.285106),197.9825
14:44:40.377,(16.51076,-21.74236),273.289,(29.35659,3.319228),195.2655
14:44:40.485,(16.16954,-22.51864),258.2585,(30.07257,3.402024),190.3993
14:44:40.573,(15.62459,-23.14114),275.0122,(30.04616,2.963424),209.7051
14:44:40.689,(14.79441,-23.84753),253.2097,(30.05057,2.54459),191.3744
14:44:40.779,(14.0272,-24.23185),249.6458,(30.37188,2.057896),176.4315
14:44:40.890,(13.14674,-24.30964),243.9859,(29.61933,-0.1333279),162.6214
14:44:40.992,(12.14742,-24.3343),270.6491,(28.9423,-2.024356),199.1916
14:44:41.093,(11.2719,-24.61437),258.1325,(28.52598,-3.184877),209.7885
14:44:41.178,(11.20854,-25.37574),267.6862,(28.50826,-3.594761),239.1222
14:44:41.289,(12.19418,-27.12738),266.0156,(28.94116,-3.483319),236.9962
14:44:41.395,(11.59999,-27.62892),250.4961,(29.42346,-3.332555),223.5072
14:44:41.496,(10.84716,-28.07097),251.9326,(29.82811,-3.946231),231.2496
14:44:41.600,(10.06509,-28.6556),241.1193,(30.21279,-4.817102),221.8627
14:44:41.683,(9.418927,-29.17813),238.6511,(30.45946,-5.582832),222.1035
14:44:41.785,(9.621236,-30.13072),207.0812,(30.55056,-6.297116),216.0576
14:44:41.906,(10.01812,-31.02247),199.6951,(30.73621,-7.243022),223.9181
14:44:41.975,(10.37806,-31.6933),206.98,(29.9137,-8.644166),237.6752
14:44:42.093,(10.41192,-32.5629),195.6597,(28.5949,-10.14336),238.2313
14:44:42.183,(10.15443,-33.31885),153.9702,(27.88461,-10.9508),211.9021
14:44:42.291,(10.2562,-33.54787),131.5426,(27.4962,-11.53195),211.893
14:44:42.373,(11.77888,-33.34274),122.9317,(27.33399,-12.32665),231.9279
14:44:42.491,(14.11944,-33.43887),81.88658,(26.89128,-13.2585),223.4392
14:44:42.575,(15.23167,-33.48457),65.43603,(26.79938,-13.98806),228.9813
14:44:42.698,(16.02274,-33.36803),57.10614,(26.61627,-14.85221),231.8879
14:44:42.777,(16.45199,-33.78697),51.00774,(26.07338,-14.85666),227.2871
14:44:42.892,(16.79796,-33.92682),86.43772,(25.34188,-15.01529),265.4445
14:44:42.979,(16.87135,-34.1035),43.04506,(24.63828,-15.15073),245.8451
14:44:43.095,(17.31796,-34.22689),25.24941,(23.84622,-15.52386),233.751
14:44:43.253,(17.24528,-34.78699),16.84777,(23.34192,-16.15427),223.1766
14:44:43.350,(17.17899,-35.50536),11.44791,(22.90079,-16.9596),195.7836
14:44:43.399,(17.35127,-35.56622),12.98506,(22.59766,-17.69769),187.4002
