Timestamp,(Position_Blue_X,Position_Blue_Y),Rotation_Blue,(Position_Purple_X,Position_Purple_Y),Rotation_Purple
16:40:59.884,(27.89249,-25.1095),166.8661,(29.38221,-29.31397),349.7878
16:40:59.986,(29.4255,-26.22074),178.2672,(29.45056,-28.64037),357.8269
16:41:00.142,(15.95668,9.95994),162.4792,(15.95417,-34.97458),231.4387
16:41:00.248,(15.42534,9.538319),164.3068,(15.39607,-34.61552),229.8964
16:41:00.379,(15.49438,9.080992),136.301,(14.96807,-34.81963),204.5893
16:41:00.389,(16.09121,9.202019),148.8713,(14.98322,-35.21642),206.746
16:41:00.530,(16.85045,9.077899),170.9302,(14.78579,-36.0059),216.1913
16:41:00.640,(16.72865,9.107067),161.7034,(14.38877,-36.24187),201.631
16:41:00.752,(15.86932,9.288371),175.5051,(13.2185,-35.91052),213.2223
16:41:00.883,(15.11711,9.237627),181.2181,(11.15251,-35.26772),220.9594
16:41:00.904,(14.48735,8.862569),186.5646,(9.675004,-34.80802),222.3361
16:41:01.248,(14.15473,8.832977),196.0618,(9.873069,-34.7691),236.1043
16:41:01.697,(14.7467,9.007089),197.0208,(10.36718,-34.75533),253.5135
16:41:01.749,(17.04403,10.07001),189.7379,(10.88873,-34.23433),269.3233
16:41:01.978,(18.73623,10.85298),179.6236,(11.44963,-33.6689),269.8587
16:41:02.100,(19.6602,11.2768),176.0532,(11.70939,-33.08055),260.5744
16:41:02.120,(20.59276,11.12683),167.1364,(11.6896,-32.95639),243.7529
16:41:02.227,(21.22243,10.63063),166.5789,(11.94316,-33.52026),238.474
16:41:02.355,(21.34236,9.639913),167.1446,(11.84147,-33.95018),234.6519
16:41:02.459,(21.1725,8.769025),180.3168,(11.56408,-33.71692),233.3673
16:41:02.586,(20.74436,7.860501),192.1613,(11.20903,-32.61916),232.7629
16:41:02.711,(20.26982,7.127358),178.0862,(10.73361,-30.47986),224.7163
16:41:02.731,(20.27175,6.15304),177.748,(10.39349,-28.94952),229.9965
16:41:02.864,(21.26411,5.137887),172.0401,(10.17367,-28.12225),238.9196
16:41:02.974,(22.44148,4.013927),182.5241,(9.810884,-27.46869),232.865
16:41:03.094,(22.97052,3.324204),179.909,(9.449026,-27.74359),211.548
16:41:03.114,(22.83981,2.345901),189.5686,(9.321071,-27.96543),198.1476
16:41:03.234,(22.26369,1.712452),203.6783,(9.336183,-28.73978),194.9389
16:41:03.352,(21.44813,1.102397),207.2455,(9.714587,-29.48621),180.4539
16:41:03.455,(20.67192,0.6799315),211.0147,(10.1695,-29.90286),163.6268
16:41:03.587,(19.70083,0.4826171),213.6913,(10.79426,-30.48882),157.868
16:41:03.691,(18.87145,0.2504032),205.069,(11.30388,-30.93767),156.4929
16:41:03.709,(18.33928,-0.4729602),189.4561,(12.19596,-31.11034),141.288
16:41:03.831,(18.3937,-1.33227),180.0223,(13.01068,-31.04145),125.568
16:41:03.940,(18.64339,-2.30455),200.9908,(13.93984,-31.05469),129.5427
16:41:04.056,(18.94753,-3.129184),188.1039,(14.72505,-31.05022),114.6942
16:41:04.169,(19.4169,-4.022747),166.2666,(15.65578,-31.00583),86.61493
16:41:04.282,(19.9487,-5.508714),151.1342,(17.1587,-30.90428),62.90667
16:41:04.300,(20.39281,-7.353598),196.1618,(18.2549,-31.07959),79.54512
16:41:04.407,(20.71743,-8.702087),192.9205,(19.23475,-31.19978),72.57764
16:41:04.537,(21.14241,-9.58951),197.8843,(19.7829,-31.14583),82.02472
16:41:04.648,(21.63052,-10.32469),186.4418,(20.18282,-30.59171),81.48077
16:41:04.770,(22.20459,-11.15123),162.3364,(20.58566,-29.81953),47.0581
16:41:04.868,(22.53434,-11.93416),189.7338,(20.82208,-29.00393),40.1251
16:41:04.990,(22.20497,-12.77008),182.7757,(20.90977,-28.0881),19.22456
16:41:05.000,(21.91571,-13.46017),183.8775,(20.8591,-27.3688),9.447338
16:41:05.108,(21.52987,-14.45938),173.0076,(20.98536,-26.40715),357.3371
16:41:05.232,(21.74991,-15.24776),188.4328,(20.79808,-25.6583),10.07638
16:41:05.343,(23.7051,-14.51414),191.9857,(20.40004,-24.8369),13.62309
16:41:05.466,(25.14891,-13.76909),194.2727,(20.55848,-25.94106),22.74575
16:41:05.579,(26.15024,-13.27314),181.7938,(20.5809,-27.06748),3.623617
16:41:05.702,(26.60927,-13.84156),163.0056,(20.40913,-27.76496),343.4999
16:41:05.721,(26.76675,-14.79642),215.3312,(19.88711,-28.47455),8.027683
16:41:05.828,(26.21692,-15.43967),228.517,(19.61882,-28.08035),357.5159
16:41:05.961,(25.30905,-15.68927),249.2758,(19.31799,-27.58067),7.108953
16:41:06.072,(24.41733,-15.7034),243.892,(18.65508,-27.13432),10.38538
16:41:06.197,(23.4577,-15.48365),212.9505,(18.8077,-27.16073),9.158479
16:41:06.208,(22.64784,-15.29418),231.3007,(19.06888,-27.51968),43.24662
16:41:06.320,(21.75418,-14.98518),190.2419,(18.60003,-28.08965),27.88972
16:41:06.442,(20.95343,-15.03328),176.2618,(18.66296,-28.36382),6.040446
16:41:06.560,(19.07887,-16.16359),180.2217,(18.28336,-29.19263),13.22604
16:41:06.684,(17.74598,-17.03908),152.7353,(17.89045,-29.89141),1.462731
16:41:06.710,(15.99638,9.988676),202.0648,(16.00857,-34.98338),329.0351
16:41:06.826,(16.25492,9.656731),211.4618,(16.31438,-34.55991),358.9073
16:41:06.961,(17.21478,9.415834),168.6086,(17.58712,-35.37551),343.6039
16:41:07.068,(18.08313,9.435613),171.0823,(18.87495,-36.64048),345.7139
16:41:07.198,(19.03345,9.388859),154.7313,(19.81253,-37.56154),327.3368
16:41:07.209,(19.88065,9.148835),165.5676,(20.2734,-37.76279),338.8483
16:41:07.326,(20.68713,8.600824),152.2187,(20.64605,-37.13494),319.6291
16:41:07.457,(21.08852,7.851711),158.7502,(21.10802,-36.49486),321.8798
16:41:07.573,(20.64128,6.028972),152.5653,(21.74794,-35.7686),316.5084
16:41:07.703,(19.98492,4.382827),133.8422,(22.27878,-35.207),319.6866
16:41:07.723,(19.5099,3.187701),129.2134,(22.12204,-34.92876),316.0135
16:41:07.836,(19.47495,2.34525),129.925,(21.44115,-34.74915),313.1199
16:41:07.971,(19.6933,1.372445),157.6468,(20.68781,-34.24154),332.4412
16:41:08.085,(19.89809,0.5332196),170.2431,(20.17111,-33.34443),346.1047
16:41:08.102,(19.99519,-0.3442491),151.3504,(19.99954,-31.17095),335.097
16:41:08.238,(20.00452,-1.346713),171.5322,(19.87678,-29.61556),338.4195
16:41:08.353,(19.83393,-2.332728),178.4807,(19.73576,-28.6104),339.4566
16:41:08.471,(19.60187,-3.1665),205.1394,(19.62729,-27.85067),353.9159
16:41:08.586,(19.44494,-4.138909),201.3148,(19.39441,-27.36778),20.92285
16:41:08.707,(19.83432,-5.108992),168.5355,(19.22395,-27.05978),12.96015
16:41:08.725,(21.79488,-6.549116),203.196,(18.92341,-26.48143),18.15595
16:41:08.836,(22.86166,-7.332721),201.3722,(18.66768,-25.79267),16.81282
16:41:08.964,(23.46522,-8.032726),185.6055,(18.36706,-24.95419),13.71053
16:41:09.071,(23.21429,-8.883767),183.5155,(18.71485,-25.15597),8.462875
16:41:09.197,(22.67507,-9.732639),208.2917,(19.1783,-26.82786),10.07879
16:41:09.210,(21.97682,-10.23822),184.2612,(19.72802,-28.54105),356.222
16:41:09.318,(21.14704,-10.83016),175.5396,(20.12537,-29.7794),344.132
16:41:09.448,(20.50659,-11.4311),178.1994,(20.22525,-30.49557),350.145
16:41:09.566,(19.90354,-12.22866),181.3244,(20.12698,-31.16105),357.3371
16:41:09.691,(19.44106,-12.96279),176.3398,(20.45796,-31.81031),10.81106
16:41:09.710,(20.45817,-14.3029),171.0384,(20.71613,-32.01307),13.29445
16:41:09.812,(21.90833,-15.42148),178.9835,(21.08516,-31.44515),5.591762
16:41:09.937,(22.96664,-16.0949),163.8521,(21.8025,-30.95539),354.836
16:41:10.194,(23.82158,-16.30404),187.577,(22.40829,-30.46583),13.22439
16:41:10.329,(24.70805,-16.58086),187.8681,(22.62986,-29.87625),0.9391463
16:41:10.340,(25.06145,-17.08924),209.2406,(22.32645,-31.60011),7.737762
16:41:10.462,(24.43604,-17.60759),245.5593,(22.13384,-33.5407),21.95945
16:41:10.583,(23.55131,-17.63306),269.7147,(22.0308,-34.58966),21.54347
16:41:10.697,(22.60048,-17.49515),278.6575,(21.6614,-35.00131),23.26997
16:41:10.708,(21.88375,-17.31723),263.0991,(20.63333,-33.45159),17.48688
16:41:11.005,(20.84323,-16.93113),196.7758,(19.51742,-31.66689),351.9067
16:41:11.120,(19.12255,-18.05536),154.6503,(18.98956,-30.83024),354.7384
16:41:11.250,(18.52485,-18.82541),178.7753,(18.33049,-30.15809),18.48489
16:41:11.262,(19.08036,-19.36651),216.48,(17.81318,-29.5043),39.88078
16:41:11.378,(19.60671,-20.09166),198.3024,(17.59113,-28.81064),32.51719
16:41:11.501,(19.80064,-20.82904),198.8821,(18.0683,-28.42405),37.02601
16:41:11.760,(20.32574,-21.5878),202.3266,(18.03256,-27.85063),45.17809
16:41:11.773,(21.01378,-21.77186),197.6865,(17.45438,-28.67358),24.44924
16:41:11.909,(21.78097,-21.52489),225.1196,(16.97848,-31.27586),42.42266
16:41:12.025,(22.46723,-21.69593),226.7906,(16.86022,-32.60737),47.27648
16:41:12.164,(22.9868,-22.37758),226.3705,(16.84211,-33.56296),60.31464
16:41:12.177,(22.23795,-22.94664),202.6418,(18.46651,-34.96566),40.53959
16:41:12.299,(20.09086,-23.9586),170.9153,(19.84192,-36.08961),6.790592
16:41:12.446,(18.90067,-24.51954),159.6884,(20.6008,-36.70658),344.1153
16:41:12.570,(18.04261,-25.0028),164.5203,(21.37084,-36.80564),342.6286
16:41:12.582,(17.84315,-25.42257),159.4316,(21.86661,-36.91763),345.9872
16:41:12.715,(18.30529,-25.64859),153.3181,(22.11547,-37.46141),333.7905
16:41:12.834,(18.14138,-25.56058),170.2648,(22.3171,-38.01133),344.1881
16:41:12.970,(17.442,-23.22163),184.4016,(22.41033,-38.57087),14.50164
16:41:12.981,(17.05223,-21.91832),140.7564,(23.21079,-38.48745),350.6664
16:41:13.101,(16.71569,-21.21489),149.9496,(23.9941,-38.1243),346.6288
16:41:13.231,(16.10767,-21.79028),155.2973,(24.71159,-37.79982),343.1925
16:41:13.348,(15.20301,-23.4213),140.1631,(25.46614,-37.47407),331.9366
16:41:13.359,(14.52408,-25.11911),152.4789,(25.74317,-36.46438),341.0607
16:41:13.489,(14.04422,-26.31906),148.2823,(25.35756,-34.11733),347.6887
16:41:13.618,(13.79192,-26.73723),148.5785,(25.14459,-32.82104),355.144
16:41:13.780,(13.73846,-26.43008),159.5518,(24.88027,-32.00794),16.40594
16:41:13.791,(13.97396,-25.9243),148.0377,(24.54282,-31.57824),11.45276
16:41:13.908,(13.89097,-24.96854),117.9429,(23.92586,-32.22005),355.9411
16:41:14.039,(13.92814,-24.13114),118.9841,(23.26772,-32.69139),6.101915
16:41:14.151,(14.28401,-23.21585),103.6765,(22.36526,-32.81215),349.6335
16:41:14.274,(14.51485,-22.52716),112.0307,(21.62172,-32.95419),345.4436
16:41:14.293,(14.73109,-22.73325),119.8259,(20.79388,-33.10062),343.307
16:41:14.399,(15.19301,-23.05977),145.605,(20.03885,-32.99511),358.2667
16:41:14.530,(15.94547,-22.71098),149.2144,(19.10828,-32.88079),10.86355
16:41:14.636,(17.65159,-21.43351),163.083,(17.47312,-31.53973),21.51376
16:41:14.766,(19.0461,-20.38528),168.1814,(16.15339,-30.39124),32.57011
16:41:14.777,(19.79784,-19.82671),170.2196,(15.43874,-29.7746),33.06907
16:41:14.896,(20.19754,-19.829),214.2295,(14.99733,-29.26247),66.71368
16:41:15.030,(19.86295,-19.72359),216.5516,(14.36445,-29.5152),66.39314
16:41:15.145,(19.06172,-20.11953),211.7824,(14.56458,-29.38814),56.30814
16:41:15.268,(18.53561,-20.65521),201.3807,(14.91058,-29.09842),40.9299
16:41:15.290,(17.95806,-21.36481),215.1843,(15.27452,-28.94468),45.12981
16:41:15.403,(17.30578,-21.78345),243.5743,(15.88713,-29.14877),66.42068
16:41:15.533,(16.47147,-22.17144),231.9392,(16.71446,-29.18763),50.45702
16:41:15.643,(15.83908,-22.73439),233.152,(17.30394,-28.74546),44.2052
16:41:15.782,(15.12916,-23.09433),269.5327,(17.94254,-28.25779),62.57582
16:41:15.794,(14.39911,-23.00005),265.8449,(18.18219,-27.7965),41.70971
16:41:15.911,(12.14177,-22.14719),277.0563,(18.15186,-26.83477),38.81305
16:41:16.039,(10.9125,-21.68276),291.7637,(20.19769,-26.54646),21.10424
16:41:16.163,(10.02174,-21.21952),307.3794,(22.00117,-26.37922),352.9331
16:41:16.174,(9.790219,-20.43274),353.1974,(22.98338,-26.28877),359.5272
16:41:16.304,(10.07185,-19.48748),25.99554,(23.66184,-26.14225),0.7301646
16:41:16.423,(10.56595,-18.77236),67.57864,(24.0001,-25.5667),12.07208
16:41:16.550,(11.19726,-17.99599),85.06427,(23.7178,-24.74754),21.18715
16:41:16.654,(11.47446,-17.19047),74.91388,(23.41889,-24.36103),20.18704
16:41:16.675,(11.46951,-16.33518),71.80322,(22.69063,-24.31905),20.0408
16:41:16.797,(11.46703,-15.3262),83.87045,(21.97255,-23.92134),41.18436
16:41:16.907,(11.09974,-13.8103),79.57162,(21.42508,-23.84983),49.07267
16:41:17.032,(10.64318,-12.81657),70.45184,(21.53122,-23.84575),40.30019
16:41:17.155,(11.04526,-12.17041),69.28796,(22.1549,-23.26387),24.11205
16:41:17.302,(11.90039,-11.98256),65.92696,(22.16407,-22.75105),7.683599
16:41:17.331,(12.90029,-11.9879),101.3747,(20.38529,-22.4894),14.32676
16:41:17.447,(13.67858,-12.35545),132.3653,(18.5424,-22.56225),40.64677
16:41:17.585,(14.5041,-12.91791),114.0772,(17.239,-22.61379),46.95155
16:41:17.597,(15.30747,-12.81629),60.52388,(16.66292,-22.65824),28.22062
16:41:17.719,(16.12755,-12.35634),69.13765,(16.81719,-22.53357),34.5903
16:41:17.845,(16.74073,-11.71532),71.78429,(16.1483,-22.75205),34.67984
16:41:17.966,(17.55666,-11.17091),83.51998,(15.35205,-22.93122),39.28377
16:41:17.979,(18.57125,-11.16291),89.20012,(14.98214,-22.81544),41.9407
16:41:18.115,(20.11428,-12.69123),88.93045,(15.21175,-23.57737),50.90736
16:41:18.227,(20.71896,-13.51425),69.64086,(15.37767,-23.92122),46.5027
16:41:18.372,(21.31234,-13.44879),82.54486,(15.69384,-24.16454),60.38302
16:41:18.382,(22.00634,-12.89205),102.4964,(16.50666,-22.19027),73.11332
16:41:18.506,(22.78961,-12.26647),103.9895,(17.21951,-20.48028),69.98095
16:41:18.692,(23.40536,-11.64354),97.53876,(17.8937,-19.86754),63.02664
16:41:18.825,(23.90358,-10.80261),61.23596,(18.03373,-19.41913),32.83877
16:41:18.838,(24.09158,-9.964666),57.12532,(17.70213,-19.92503),18.70636
16:41:18.961,(24.39835,-9.032931),60.93962,(17.30661,-20.28392),21.52798
16:41:19.064,(24.88684,-8.458753),53.6043,(17.1625,-20.74053),8.112299
16:41:19.188,(26.44792,-8.969099),71.79102,(16.92524,-21.51287),22.07895
16:41:19.290,(27.80021,-9.75432),56.16581,(16.90722,-21.97381),33.63731
16:41:19.422,(28.76543,-10.28784),58.93004,(16.67246,-21.32877),57.12688
16:41:19.435,(29.41446,-9.947086),50.05805,(16.54604,-20.83775),57.17923
16:41:19.547,(29.8774,-9.103826),59.9055,(16.16146,-20.90416),68.3767
16:41:19.680,(30.20334,-8.287961),71.21994,(16.8098,-20.92546),74.35244
16:41:19.790,(30.76449,-7.469675),73.77267,(17.72661,-21.11984),70.86115
16:41:19.911,(31.26813,-6.746432),67.66452,(18.46009,-21.06625),58.24026
16:41:19.930,(31.80896,-5.92057),84.11205,(19.20299,-21.24915),73.70526
16:41:20.033,(32.29253,-5.052352),94.05273,(19.33783,-21.93583),75.78591
16:41:20.164,(32.80479,-4.346546),102.4954,(19.39365,-22.42766),61.88881
16:41:20.271,(34.49428,-3.861233),132.64,(19.89476,-22.80064),61.73447
16:41:20.395,(34.20739,-4.607324),159.0438,(20.33746,-23.4471),51.30076
16:41:20.499,(33.81181,-5.532598),186.5057,(20.5128,-24.25562),48.82319
16:41:20.629,(33.36185,-6.288371),187.4202,(20.56788,-25.04141),36.28743
16:41:20.643,(33.14565,-7.254899),185.6602,(22.35044,-26.62307),25.61032
16:41:20.757,(33.24323,-8.11054),214.9587,(23.4978,-27.593),43.81725
16:41:20.879,(33.40009,-9.118171),235.3869,(23.89035,-28.46522),59.00131
16:41:20.994,(33.40738,-9.994859),213.7592,(24.04796,-29.30309),38.2335
16:41:21.122,(33.08664,-10.91057),222.1908,(24.34229,-29.67563),24.7835
16:41:21.140,(32.44641,-11.49323),239.8198,(25.01524,-29.46571),28.77617
16:41:21.248,(31.66393,-12.11016),219.3757,(25.76432,-29.23112),26.49646
16:41:21.377,(31.56069,-13.38587),215.1696,(26.23546,-28.90553),33.06976
16:41:21.484,(31.71612,-14.75065),202.5978,(26.48377,-28.66416),15.93493
16:41:21.605,(31.81864,-15.62784),202.3154,(26.91403,-29.00339),359.6827
16:41:21.713,(31.89473,-16.62228),214.1869,(26.58897,-29.16006),344.0037
16:41:21.734,(31.62753,-17.38072),264.376,(26.02586,-29.57355),6.507425
16:41:21.856,(30.72373,-17.63941),269.4715,(25.65036,-29.90599),8.72897
16:41:21.963,(29.87022,-17.4821),269.7197,(25.32695,-30.28751),3.131389
16:41:22.086,(28.97101,-17.02726),274.9214,(27.51302,-31.29792),358.3646
16:41:22.196,(28.33839,-16.46406),275.2675,(28.9388,-31.91559),346.9917
16:41:22.331,(27.7438,-15.64173),272.8826,(29.94841,-32.33025),337.0019
16:41:22.350,(27.09744,-15.23707),232.8366,(30.62712,-32.49762),308.4805
16:41:22.463,(26.2109,-16.06112),231.3652,(30.49846,-31.99073),319.2176
16:41:22.595,(25.30885,-16.94827),267.8812,(30.34179,-31.2112),345.0875
16:41:22.710,(24.51205,-17.41309),300.4503,(30.45398,-30.84662),5.647145
16:41:22.732,(23.64418,-17.39455),286.4825,(31.08379,-30.84583),355.2274
16:41:22.853,(22.76427,-17.7761),276.1918,(31.80703,-30.95303),340.5018
16:41:22.962,(22.09764,-18.28224),273.7805,(32.23482,-30.99835),331.3329
16:41:23.102,(21.60193,-19.0728),286.729,(32.80611,-31.69751),332.1501
16:41:23.222,(20.98325,-19.51353),278.5768,(32.828,-31.84405),309.9337
16:41:23.233,(20.07699,-19.52139),289.7445,(32.81472,-31.22684),306.6779
16:41:23.367,(19.33074,-19.09722),303.688,(32.67445,-30.4274),308.6116
16:41:23.474,(18.69128,-18.33157),257.1678,(31.29304,-28.44341),259.0692
16:41:23.598,(18.16999,-17.7058),238.2321,(30.4029,-27.20983),255.3146
16:41:23.707,(16.33137,-16.66852),233.8532,(29.75475,-26.3233),266.4088
16:41:23.728,(15.21839,-16.04533),234.992,(29.81938,-26.39272),281.3376
16:41:23.849,(14.36535,-15.53142),275.9408,(30.06811,-26.60806),326.146
16:41:23.968,(13.77693,-15.33594),272.0864,(30.41435,-26.91671),309.3927
16:41:24.091,(12.98774,-15.64178),302.8748,(30.49986,-27.77088),332.1406
16:41:24.218,(12.19302,-15.74856),293.8323,(30.35991,-28.46321),306.0239
16:41:24.237,(11.53732,-15.54668),302.1776,(30.42162,-29.17413),307.0167
16:41:24.403,(10.77299,-14.95157),335.2405,(29.836,-29.26415),326.1252
16:41:24.538,(10.59251,-14.20209),21.89716,(29.89538,-29.3222),345.9248
16:41:24.557,(10.45384,-13.3902),62.99143,(29.70211,-29.90749),351.2784
16:41:24.682,(10.32085,-12.47857),93.02758,(28.17954,-31.76899),0.4360959
16:41:24.796,(10.33584,-11.64694),120.3526,(27.22273,-32.92484),25.50619
16:41:24.932,(10.70678,-11.2282),115.4704,(26.55811,-33.76082),22.77403
16:41:24.955,(11.97495,-12.41156),109.4606,(26.75487,-33.87233),14.80906
16:41:25.084,(13.43982,-13.81167),101.9665,(27.10585,-33.63323),6.987807
16:41:25.212,(14.25519,-14.591),86.46866,(27.0519,-33.50031),354.8578
16:41:25.323,(15.01176,-15.04088),94.0705,(26.60411,-32.91648),0.9655392
16:41:25.455,(15.38679,-14.93118),93.62452,(26.91421,-33.04097),1.175441
16:41:25.469,(15.8089,-14.03105),81.60915,(27.63026,-32.985),353.8279
16:41:25.632,(16.15482,-13.25528),83.37587,(28.46436,-32.86625),349.7993
16:41:25.763,(16.54404,-12.36175),77.76514,(29.27276,-32.70756),340.325
16:41:25.779,(16.76933,-11.51295),98.90716,(29.54045,-32.82159),348.2406
16:41:25.884,(17.03969,-10.57018),105.2957,(28.01563,-34.7263),0.5411608
16:41:26.016,(17.26737,-9.75896),81.53848,(27.05161,-35.9051),347.0114
16:41:26.129,(16.61795,-7.867619),106.2038,(26.34249,-36.74959),350.7026
16:41:26.269,(16.02152,-7.540264),122.9115,(25.79161,-37.29964),354.1557
16:41:26.282,(15.72841,-7.135543),135.3839,(25.08925,-37.79635),350.1635
16:41:26.392,(16.05416,-7.117482),148.9536,(24.30893,-37.95722),9.149242
16:41:26.510,(15.55053,-7.130638),159.1559,(23.55285,-38.22633),15.33543
