Timestamp,(Position_Blue_X,Position_Blue_Y),Rotation_Blue,(Position_Purple_X,Position_Purple_Y),Rotation_Purple
14:47:41.799,(19.16421,-1.69181),154.7191,(31.30965,-17.84419),320.934
14:47:41.931,(19.64631,-2.453693),139.1346,(30.76785,-17.02682),301.8505
14:47:41.998,(19.88216,-3.311174),152.9718,(30.2344,-16.33136),302.9872
14:47:42.121,(19.91011,-4.187892),168.9663,(29.69995,-15.66633),320.3756
14:47:42.248,(19.74296,-5.185378),155.0992,(29.19023,-14.87194),319.7115
14:47:42.330,(19.55186,-6.685223),135.9697,(28.42321,-14.356),305.4924
14:47:42.403,(19.29726,-8.686756),138.9548,(27.63963,-13.98329),316.9414
14:47:42.510,(19.47399,-9.746504),132.0359,(26.86335,-13.66838),317.425
14:47:42.590,(19.64645,-10.59902),104.1222,(26.07442,-13.4202),296.2202
14:47:42.724,(17.4416,-10.24901),88.84616,(24.94562,-11.21191),280.0923
14:47:42.787,(16.10378,-9.909482),88.8876,(24.39553,-9.975262),279.6116
14:47:42.907,(14.96664,-9.628044),104.1658,(23.99174,-9.121086),279.0218
14:47:43.009,(11.97859,-9.209335),82.65784,(23.64156,-8.242905),257.8342
14:47:43.118,(10.06034,-8.935526),94.82362,(23.08328,-7.642583),273.5927
14:47:43.199,(9.452803,-8.889604),86.51817,(22.26392,-7.548877),259.0283
14:47:43.307,(10.1942,-9.359014),85.53738,(21.44464,-7.544395),244.1728
14:47:43.411,(11.09935,-11.00144),84.74385,(20.51129,-7.485044),247.1185
14:47:43.523,(11.85232,-12.87077),67.9477,(19.62022,-7.57126),239.2188
14:47:43.589,(12.21034,-13.75972),57.39493,(19.22529,-7.6971),236.5413
14:47:43.730,(12.78471,-14.7116),45.60338,(19.57704,-8.225247),225.2406
14:47:43.798,(13.41032,-15.32687),63.05991,(19.76903,-8.907528),241.6185
14:47:43.906,(14.10989,-15.82016),25.98177,(19.89134,-9.658267),208.8515
14:47:44.004,(15.05816,-16.09395),66.1633,(18.83085,-11.14854),227.178
14:47:44.149,(15.65728,-15.8423),22.93245,(17.42214,-12.60868),188.787
14:47:44.236,(15.4263,-15.22788),49.87432,(17.27039,-10.79592),222.3184
14:47:44.322,(16.14316,-14.56984),6.999983,(17.14493,-9.1958),188.4539
14:47:44.390,(16.58004,-13.99549),8.909653,(17.07885,-8.437826),181.6755
14:47:44.506,(17.43657,-11.91191),347.1871,(16.72788,-8.290714),174.312
14:47:44.603,(18.08776,-10.26137),322.3229,(16.50261,-8.214406),139.2964
14:47:44.704,(18.44982,-9.360456),320.8884,(16.26161,-7.748759),143.5601
14:47:44.803,(19.09624,-8.737995),289.992,(15.55388,-7.43357),159.1441
14:47:44.902,(19.52464,-8.299647),248.1488,(15.10814,-7.54566),134.005
14:47:44.998,(19.48125,-8.165821),236.1899,(15.64677,-8.01415),105.6693
14:47:45.111,(19.72376,-8.910225),265.7032,(16.18851,-8.563139),111.1735
14:47:45.213,(20.23031,-9.7342),266.2842,(15.67385,-10.18584),92.23432
14:47:45.320,(21.04106,-10.29408),259.532,(14.56213,-11.96706),72.85851
14:47:45.405,(21.87663,-10.52488),241.9505,(13.96095,-12.9303),60.91566
14:47:45.517,(23.29838,-10.75533),261.9902,(13.69782,-13.66385),73.48789
14:47:45.612,(25.36981,-11.23048),270.0762,(13.26726,-14.19613),90.4942
14:47:45.714,(26.85563,-11.57131),249.9342,(12.99757,-14.74033),81.88992
14:47:45.823,(27.71646,-11.77722),270.2739,(12.96062,-15.38538),96.33916
14:47:45.908,(28.52652,-12.06293),229.0651,(12.92031,-16.18261),74.40874
14:47:45.993,(29.28991,-12.4796),251.4508,(12.88644,-16.95375),80.86013
14:47:46.117,(30.31596,-12.97334),245.4959,(12.54689,-17.92064),82.37183
14:47:46.205,(31.11732,-13.34882),238.8831,(11.9247,-18.47066),74.18864
14:47:46.392,(31.8065,-14.02126),254.7142,(14.06291,-18.27951),80.82057
14:47:46.444,(32.18606,-14.77123),255.9067,(15.52213,-18.11157),79.54446
14:47:46.516,(32.24741,-15.66595),270.3716,(16.6004,-17.97811),82.96886
