Timestamp,EventType,BlueBallsLeft,PurpleBallsLeft,BlueLives,PurpleLives
16:42:05.676,PurpleThrewBall,1,0,3,1
16:42:05.677,BlueThrewBall,0,0,3,1
16:42:05.689,HitPurple,0,0,3,0
16:42:05.691,GameEnd,0,0,3,0
16:42:05.693,ResetScene,0,0,3,3
16:42:05.744,BlueDash,0,0,3,3
16:42:07.578,PurpleDash,0,0,3,3
16:42:07.995,BlueDash,0,0,3,3
16:42:08.341,BluePickedUpBall,1,0,3,3
16:42:08.612,PurplePickedUpBall,1,1,3,3
16:42:08.622,BluePickedUpBall,2,1,3,3
16:42:08.871,PurpleDash,2,1,3,3
16:42:09.014,PurplePickedUpBall,2,2,3,3
16:42:09.017,BlueDash,2,2,3,3
16:42:09.657,BluePickedUpBall,3,2,3,3
16:42:09.666,PurplePickedUpBall,3,3,3,3
16:42:09.786,BluePickedUpBall,4,3,3,3
16:42:09.909,PurpleThrewBall,4,2,3,3
16:42:10.169,HitBlue,4,2,2,3
16:42:10.183,BlueDash,4,2,2,3
16:42:10.414,PurpleDash,4,2,2,3
16:42:10.415,BlueThrewBall,3,2,2,3
16:42:10.735,PurpleThrewBall,3,1,2,3
16:42:10.757,HitBlue,3,1,1,3
16:42:10.874,BlueThrewBall,2,1,1,3
16:42:10.899,BluePickedUpBall,3,1,1,3
16:42:11.580,PurpleDash,3,1,1,3
16:42:11.581,BlueDash,3,1,1,3
16:42:11.582,BluePickedUpBall,4,1,1,3
16:42:11.997,PurpleThrewBall,4,0,1,3
16:42:13.244,BlueDash,4,0,1,3
16:42:13.257,PurpleDash,4,0,1,3
16:42:13.574,BlueThrewBall,3,0,1,3
16:42:14.122,BlueThrewBall,2,0,1,3
16:42:14.133,HitPurple,2,0,1,2
16:42:14.260,BlueDash,2,0,1,2
16:42:14.397,BlueThrewBall,1,0,1,2
16:42:14.522,PurpleDash,1,0,1,2
16:42:15.191,BlueThrewBall,0,0,1,2
16:42:15.304,HitPurple,0,0,1,1
16:42:15.553,BlueDash,0,0,1,1
16:42:15.564,BluePickedUpBall,1,0,1,1
16:42:15.694,PurpleDash,1,0,1,1
16:42:15.707,BlueThrewBall,0,0,1,1
16:42:16.602,BlueDash,0,0,1,1
16:42:17.673,PurpleDash,0,0,1,1
16:42:17.674,BlueDash,0,0,1,1
16:42:17.683,BluePickedUpBall,1,0,1,1
16:42:18.673,PurpleDash,1,0,1,1
16:42:18.673,BlueDash,1,0,1,1
16:42:18.682,BluePickedUpBall,2,0,1,1
16:42:19.886,PurpleDash,2,0,1,1
16:42:19.887,BlueDash,2,0,1,1
16:42:20.732,BluePickedUpBall,3,0,1,1
16:42:20.733,BlueThrewBall,2,0,1,1
16:42:20.736,HitPurple,2,0,1,0
16:42:20.736,GameEnd,2,0,1,0
16:42:20.737,ResetScene,0,0,3,3
16:42:21.255,BlueDash,0,0,3,3
16:42:21.371,PurpleDash,0,0,3,3
16:42:21.752,BluePickedUpBall,1,0,3,3
16:42:22.284,BlueDash,1,0,3,3
16:42:22.394,BluePickedUpBall,2,0,3,3
16:42:22.412,PurpleDash,2,0,3,3
16:42:22.643,PurplePickedUpBall,2,1,3,3
16:42:23.468,BlueDash,2,1,3,3
16:42:23.592,BluePickedUpBall,3,1,3,3
16:42:23.729,PurpleDash,3,1,3,3
16:42:24.157,PurpleThrewBall,3,0,3,3
16:42:24.564,BluePickedUpBall,4,0,3,3
16:42:24.762,BlueThrewBall,3,0,3,3
16:42:24.763,BlueDash,3,0,3,3
16:42:24.768,HitPurple,3,0,3,2
16:42:24.771,PurplePickedUpBall,3,1,3,2
16:42:24.911,PurpleThrewBall,3,0,3,2
16:42:24.914,HitBlue,3,0,2,2
16:42:25.033,BlueThrewBall,2,0,2,2
16:42:25.183,PurpleDash,2,0,2,2
16:42:25.294,BlueThrewBall,1,0,2,2
16:42:25.296,HitPurple,1,0,2,1
16:42:25.677,BlueThrewBall,0,0,2,1
16:42:25.688,HitPurple,0,0,2,0
16:42:25.693,GameEnd,0,0,2,0
16:42:25.694,ResetScene,0,0,3,3
16:42:26.068,BlueDash,0,0,3,3
16:42:26.781,PurplePickedUpBall,0,1,3,3
16:42:26.783,PurpleDash,0,1,3,3
16:42:27.248,BlueDash,0,1,3,3
16:42:27.258,BluePickedUpBall,1,1,3,3
16:42:28.079,PurplePickedUpBall,1,2,3,3
16:42:28.095,PurpleDash,1,2,3,3
16:42:28.573,BlueDash,1,2,3,3
16:42:28.719,PurpleThrewBall,1,1,3,3
16:42:28.730,BlueThrewBall,0,1,3,3
16:42:29.034,PurpleThrewBall,0,0,3,3
16:42:29.241,BluePickedUpBall,1,0,3,3
16:42:29.241,BlueThrewBall,0,0,3,3
16:42:29.462,PurpleDash,0,0,3,3
16:42:29.879,BlueDash,0,0,3,3
16:42:30.732,PurpleDash,0,0,3,3
16:42:31.143,BlueDash,0,0,3,3
16:42:31.911,PurpleDash,0,0,3,3
16:42:32.420,BlueDash,0,0,3,3
16:42:32.935,BluePickedUpBall,1,0,3,3
16:42:33.170,BlueThrewBall,0,0,3,3
16:42:33.181,PurpleDash,0,0,3,3
16:42:33.190,HitPurple,0,0,3,2
16:42:33.597,BlueDash,0,0,3,2
16:42:34.669,BlueDash,0,0,3,2
16:42:34.680,PurpleDash,0,0,3,2
16:42:35.730,BlueDash,0,0,3,2
16:42:35.901,PurpleDash,0,0,3,2
16:42:37.008,BlueDash,0,0,3,2
16:42:37.266,PurpleDash,0,0,3,2
16:42:37.835,BluePickedUpBall,1,0,3,2
16:42:38.071,BlueDash,1,0,3,2
16:42:38.340,PurpleDash,1,0,3,2
16:42:38.457,PurplePickedUpBall,1,1,3,2
16:42:38.577,PurpleThrewBall,1,0,3,2
16:42:38.577,BlueThrewBall,0,0,3,2
16:42:39.463,BlueDash,0,0,3,2
16:42:39.476,PurpleDash,0,0,3,2
16:42:40.421,PurplePickedUpBall,0,1,3,2
16:42:40.540,PurpleThrewBall,0,0,3,2
16:42:40.921,PurpleDash,0,0,3,2
16:42:40.922,BlueDash,0,0,3,2
16:42:42.026,PurpleDash,0,0,3,2
16:42:42.026,BlueDash,0,0,3,2
16:42:43.139,BlueDash,0,0,3,2
16:42:43.618,PurpleDash,0,0,3,2
16:42:44.218,BlueDash,0,0,3,2
16:42:44.362,BluePickedUpBall,1,0,3,2
16:42:44.853,PurpleDash,1,0,3,2
16:42:45.251,BlueDash,1,0,3,2
16:42:45.260,BluePickedUpBall,2,0,3,2
16:42:45.513,BlueThrewBall,1,0,3,2
16:42:46.026,PurpleDash,1,0,3,2
16:42:46.160,BluePickedUpBall,2,0,3,2
16:42:46.413,BlueDash,2,0,3,2
16:42:47.388,PurpleDash,2,0,3,2
16:42:47.840,BlueDash,2,0,3,2
16:42:48.227,BluePickedUpBall,3,0,3,2
16:42:48.454,PurpleDash,3,0,3,2
16:42:50.147,BlueDash,3,0,3,2
16:42:50.191,BluePickedUpBall,4,0,3,2
16:42:50.795,BlueThrewBall,3,0,3,2
16:42:50.818,HitPurple,3,0,3,1
16:42:51.335,BlueThrewBall,2,0,3,1
16:42:51.348,HitPurple,2,0,3,0
16:42:51.348,GameEnd,2,0,3,0
16:42:51.349,ResetScene,0,0,3,3
16:42:51.803,PurpleDash,0,0,3,3
16:42:52.247,BluePickedUpBall,1,0,3,3
16:42:52.248,BlueDash,1,0,3,3
16:42:54.311,PurpleDash,1,0,3,3
16:42:54.849,BluePickedUpBall,2,0,3,3
16:42:55.126,BlueDash,2,0,3,3
16:42:55.763,PurplePickedUpBall,2,1,3,3
16:42:56.094,PurplePickedUpBall,2,2,3,3
16:42:56.103,PurpleThrewBall,2,1,3,3
16:42:56.227,PurplePickedUpBall,2,2,3,3
16:42:56.356,HitBlue,2,2,2,3
16:42:56.480,PurpleThrewBall,2,1,2,3
16:42:56.751,PurpleDash,2,1,2,3
16:42:56.751,BlueDash,2,1,2,3
16:42:57.290,BlueThrewBall,1,1,2,3
16:42:57.291,BluePickedUpBall,2,1,2,3
16:42:57.708,PurpleThrewBall,2,0,2,3
16:42:57.831,HitBlue,2,0,1,3
16:42:57.835,PurpleDash,2,0,1,3
16:42:57.835,BlueDash,2,0,1,3
16:42:57.978,BluePickedUpBall,3,0,1,3
16:42:58.093,BlueThrewBall,2,0,1,3
16:42:58.509,BlueThrewBall,1,0,1,3
16:42:58.626,HitPurple,1,0,1,2
16:42:58.797,PurplePickedUpBall,1,1,1,2
16:42:59.123,BluePickedUpBall,2,1,1,2
16:42:59.124,PurpleThrewBall,2,0,1,2
16:42:59.268,PurpleDash,2,0,1,2
16:42:59.269,BlueDash,2,0,1,2
16:42:59.574,BlueThrewBall,1,0,1,2
16:43:00.006,BlueThrewBall,0,0,1,2
16:43:00.019,HitPurple,0,0,1,1
16:43:00.135,PurplePickedUpBall,0,1,1,1
16:43:00.284,PurpleThrewBall,0,0,1,1
16:43:00.292,BluePickedUpBall,1,0,1,1
16:43:00.295,PurpleDash,1,0,1,1
16:43:00.295,BlueDash,1,0,1,1
16:43:00.297,HitBlue,1,0,0,1
16:43:00.299,GameEnd,0,0,0,1
16:43:00.299,ResetScene,0,0,3,3
16:43:01.240,PurplePickedUpBall,0,1,3,3
16:43:01.389,BlueDash,0,1,3,3
16:43:01.402,PurplePickedUpBall,0,2,3,3
16:43:01.403,PurpleDash,0,2,3,3
16:43:01.530,BluePickedUpBall,1,2,3,3
16:43:02.283,PurplePickedUpBall,1,3,3,3
16:43:02.401,BluePickedUpBall,2,3,3,3
16:43:02.542,BluePickedUpBall,3,3,3,3
16:43:02.553,BluePickedUpBall,4,3,3,3
16:43:02.677,PurpleDash,4,3,3,3
16:43:02.678,BlueDash,4,3,3,3
16:43:03.194,PurpleThrewBall,4,2,3,3
16:43:03.708,PurplePickedUpBall,4,3,3,3
16:43:03.811,PurpleDash,4,3,3,3
16:43:03.812,BlueDash,4,3,3,3
16:43:04.193,PurpleThrewBall,4,2,3,3
16:43:04.194,BlueThrewBall,3,2,3,3
16:43:04.439,PurpleThrewBall,3,1,3,3
16:43:04.573,BlueThrewBall,2,1,3,3
16:43:04.761,HitPurple,2,1,3,2
16:43:04.972,BlueDash,2,1,3,2
16:43:04.994,PurpleThrewBall,2,0,3,2
16:43:05.218,BlueThrewBall,1,0,3,2
16:43:05.235,PurpleDash,1,0,3,2
16:43:05.652,BlueThrewBall,0,0,3,2
16:43:05.801,HitPurple,0,0,3,1
16:43:05.809,PurplePickedUpBall,0,1,3,1
16:43:05.813,PurpleThrewBall,0,0,3,1
16:43:06.456,BlueDash,0,0,3,1
16:43:06.481,PurpleDash,0,0,3,1
16:43:07.755,BlueDash,0,0,3,1
16:43:07.789,BluePickedUpBall,1,0,3,1
16:43:07.938,BlueThrewBall,0,0,3,1
16:43:08.244,PurpleDash,0,0,3,1
16:43:08.402,BluePickedUpBall,1,0,3,1
16:43:08.646,BlueThrewBall,0,0,3,1
16:43:08.649,HitPurple,0,0,3,0
16:43:08.650,GameEnd,0,0,3,0
16:43:08.651,ResetScene,0,0,3,3
16:43:08.651,PurplePickedUpBall,0,1,3,3
16:43:08.980,PurpleThrewBall,0,0,3,3
16:43:09.119,BlueDash,0,0,3,3
16:43:09.583,PurplePickedUpBall,0,1,3,3
16:43:09.592,PurpleDash,0,1,3,3
16:43:10.509,PurpleThrewBall,0,0,3,3
16:43:10.511,PurplePickedUpBall,0,1,3,3
16:43:11.072,BlueDash,0,1,3,3
16:43:11.645,PurpleDash,0,1,3,3
