,elapsed_time,EventType,BlueBallsLeft,PurpleBallsLeft,BlueLives,PurpleLives
207,50.305,PurpleThrewBall,0,0,1,1
208,50.669,PurpleDash,0,0,1,1
209,50.67,BlueDash,0,0,1,1
210,51.574,BluePickedUpBall,1,0,1,1
211,51.718,PurpleDash,1,0,1,1
212,51.719,BlueDash,1,0,1,1
213,52.381,BlueThrewBall,0,0,1,1
214,52.901,PurpleDash,0,0,1,1
215,52.901,BlueDash,0,0,1,1
216,52.912,PurplePickedUpBall,0,1,1,1
217,54.018,PurpleDash,0,1,1,1
218,54.019,BlueDash,0,1,1,1
219,55.136,PurpleDash,0,1,1,1
220,55.136,BlueDash,0,1,1,1
221,55.886,PurpleThrewBall,0,0,1,1
222,56.134,PurpleDash,0,0,1,1
223,56.134,BlueDash,0,0,1,1
224,57.262,PurpleDash,0,0,1,1
225,57.263,BlueDash,0,0,1,1
226,57.779,PurplePickedUpBall,0,1,1,1
227,58.161,PurpleThrewBall,0,0,1,1
228,58.628,PurpleDash,0,0,1,1
229,58.628,BlueDash,0,0,1,1
230,59.658,PurpleDash,0,0,1,1
231,59.659,BlueDash,0,0,1,1
232,59.88,PurplePickedUpBall,0,1,1,1
233,60.815,PurpleDash,0,1,1,1
234,60.816,BlueDash,0,1,1,1
235,60.817,BluePickedUpBall,1,1,1,1
236,60.93,PurplePickedUpBall,1,2,1,1
237,61.306,BlueThrewBall,0,2,1,1
238,61.317,HitPurple,0,2,1,0
239,61.318,GameEnd,0,0,1,0
240,61.319,ResetScene,0,0,3,3
241,61.914,PurpleDash,0,0,3,3
242,61.915,BlueDash,0,0,3,3
243,61.928,BluePickedUpBall,1,0,3,3
244,62.058,PurplePickedUpBall,1,1,3,3
245,62.84,PurplePickedUpBall,1,2,3,3
246,62.968,PurpleDash,1,2,3,3
247,62.969,BlueDash,1,2,3,3
248,63.723,PurpleThrewBall,1,1,3,3
249,63.84,HitBlue,1,1,2,3
250,63.949,BlueThrewBall,0,1,2,3
251,63.961,HitPurple,0,1,2,2
252,64.187,PurpleDash,0,1,2,2
253,64.331,BluePickedUpBall,1,1,2,2
254,64.449,BlueDash,1,1,2,2
255,64.459,BlueThrewBall,0,1,2,2
256,64.57,PurplePickedUpBall,0,2,2,2
257,64.58,PurpleThrewBall,0,1,2,2
258,64.581,HitBlue,0,1,1,2
259,64.821,PurplePickedUpBall,0,2,1,2
260,65.051,PurpleThrewBall,0,1,1,2
261,65.186,PurpleDash,0,1,1,2
262,65.546,PurpleThrewBall,0,0,1,2
263,65.646,BlueDash,0,0,1,2
264,66.061,PurplePickedUpBall,0,1,1,2
265,66.062,PurpleThrewBall,0,0,1,2
266,66.282,PurpleDash,0,0,1,2
267,66.283,PurplePickedUpBall,0,1,1,2
268,66.411,PurpleThrewBall,0,0,1,2
269,66.691,BlueDash,0,0,1,2
270,67.058,PurplePickedUpBall,0,1,1,2
271,67.178,PurpleThrewBall,0,0,1,2
272,67.68,PurpleDash,0,0,1,2
273,67.798,BlueDash,0,0,1,2
274,67.811,BluePickedUpBall,1,0,1,2
275,67.812,BlueThrewBall,0,0,1,2
276,68.782,PurpleDash,0,0,1,2
277,68.923,BlueDash,0,0,1,2
278,69.525,BluePickedUpBall,1,0,1,2
279,69.641,BlueThrewBall,0,0,1,2
280,69.897,PurpleDash,0,0,1,2
281,70.028,BlueDash,0,0,1,2
282,70.029,PurplePickedUpBall,0,1,1,2
283,70.646,PurpleThrewBall,0,0,1,2
284,70.992,PurpleDash,0,0,1,2
285,71.116,BlueDash,0,0,1,2
286,72.063,PurpleDash,0,0,1,2
287,72.18,PurplePickedUpBall,0,1,1,2
288,72.18,BlueDash,0,1,1,2
289,73.153,PurpleDash,0,1,1,2
290,73.162,PurplePickedUpBall,0,2,1,2
291,73.164,BlueDash,0,2,1,2
292,74.301,BluePickedUpBall,1,2,1,2
293,74.31,PurpleDash,1,2,1,2
294,74.31,BlueDash,1,2,1,2
295,74.921,PurpleThrewBall,1,1,1,2
296,74.922,BlueThrewBall,0,1,1,2
297,75.16,PurpleThrewBall,0,0,1,2
298,75.172,HitBlue,0,0,0,2
299,75.172,GameEnd,0,0,0,2
300,75.173,ResetScene,0,0,3,3
301,75.588,PurpleDash,0,0,3,3
302,75.589,BlueDash,0,0,3,3
303,76.569,BluePickedUpBall,1,0,3,3
304,76.578,BluePickedUpBall,2,0,3,3
305,76.699,PurpleDash,2,0,3,3
306,76.7,BlueDash,2,0,3,3
307,76.71,BluePickedUpBall,3,0,3,3
308,77.058,PurplePickedUpBall,3,1,3,3
309,77.438,BlueThrewBall,2,1,3,3
310,77.822,PurpleDash,2,1,3,3
311,77.823,BlueDash,2,1,3,3
312,78.062,BlueThrewBall,1,1,3,3
313,78.175,HitPurple,1,1,3,2
314,78.294,PurplePickedUpBall,1,2,3,2
315,78.423,PurpleThrewBall,1,1,3,2
316,78.423,BlueThrewBall,0,1,3,2
317,78.814,PurpleThrewBall,0,0,3,2
318,78.939,PurpleDash,0,0,3,2
319,78.941,BlueDash,0,0,3,2
320,78.945,HitBlue,0,0,2,2
321,78.954,PurplePickedUpBall,0,1,2,2
322,79.065,PurplePickedUpBall,0,2,2,2
323,79.195,PurpleThrewBall,0,1,2,2
324,79.323,PurplePickedUpBall,0,2,2,2
325,79.456,PurpleThrewBall,0,1,2,2
326,79.459,HitBlue,0,1,1,2
327,79.706,PurpleThrewBall,0,0,1,2
328,79.839,HitBlue,0,0,0,2
329,79.84,GameEnd,0,0,0,2
330,79.841,ResetScene,0,0,3,3
331,79.963,PurpleDash,0,0,3,3
332,79.963,BlueDash,0,0,3,3
333,80.753,PurplePickedUpBall,0,1,3,3
334,80.981,PurpleDash,0,1,3,3
335,80.982,BlueDash,0,1,3,3
336,81.982,PurplePickedUpBall,0,2,3,3
337,81.99,PurplePickedUpBall,0,3,3,3
338,82.097,PurpleDash,0,3,3,3
339,82.097,BlueDash,0,3,3,3
340,82.106,BluePickedUpBall,1,3,3,3
341,82.246,BluePickedUpBall,2,3,3,3
342,82.519,BluePickedUpBall,3,3,3,3
343,82.767,BluePickedUpBall,4,3,3,3
344,83.237,PurpleDash,4,3,3,3
345,83.238,BlueDash,4,3,3,3
346,83.248,PurplePickedUpBall,4,4,3,3
347,83.495,BlueThrewBall,3,4,3,3
348,83.739,PurpleThrewBall,3,3,3,3
349,83.759,HitBlue,3,3,2,3
350,83.894,BlueThrewBall,2,3,2,3
351,84.133,PurpleThrewBall,2,2,2,3
352,84.143,BluePickedUpBall,3,2,2,3
353,84.145,HitBlue,3,2,1,3
354,84.372,PurplePickedUpBall,3,3,1,3
355,84.388,BlueThrewBall,2,3,1,3
356,84.399,PurplePickedUpBall,2,4,1,3
357,84.511,PurpleThrewBall,2,3,1,3
358,84.511,PurpleDash,2,3,1,3
359,84.512,BlueDash,2,3,1,3
360,84.659,BlueThrewBall,1,3,1,3
361,84.67,HitPurple,1,3,1,2
362,84.79,PurpleThrewBall,1,2,1,2
363,85.164,PurpleThrewBall,1,1,1,2
364,85.164,BlueThrewBall,0,1,1,2
365,85.285,HitPurple,0,1,1,1
366,85.543,PurpleThrewBall,0,0,1,1
367,85.543,PurpleDash,0,0,1,1
368,85.544,BlueDash,0,0,1,1
369,86.285,PurplePickedUpBall,0,1,1,1
370,86.4,BluePickedUpBall,1,1,1,1
371,86.522,PurpleThrewBall,1,0,1,1
372,86.523,BlueThrewBall,0,0,1,1
373,86.657,PurpleDash,0,0,1,1
374,86.657,BlueDash,0,0,1,1
375,87.742,PurpleDash,0,0,1,1
376,87.845,BlueDash,0,0,1,1
377,88.916,PurpleDash,0,0,1,1
378,88.917,BlueDash,0,0,1,1
379,89.042,BluePickedUpBall,1,0,1,1
380,89.873,PurplePickedUpBall,1,1,1,1
381,89.985,PurpleDash,1,1,1,1
382,89.986,BlueDash,1,1,1,1
383,90.733,PurpleThrewBall,1,0,1,1
384,90.734,BlueThrewBall,0,0,1,1
385,90.848,PurplePickedUpBall,0,1,1,1
386,91.094,PurpleDash,0,1,1,1
387,91.095,BlueDash,0,1,1,1
388,91.451,PurpleThrewBall,0,0,1,1
389,91.572,HitBlue,0,0,0,1
390,91.572,GameEnd,0,0,0,1
391,91.573,ResetScene,0,0,3,3
392,92.474,PurplePickedUpBall,0,1,3,3
393,92.476,PurpleDash,0,1,3,3
394,92.477,BlueDash,0,1,3,3
395,93.596,PurpleDash,0,1,3,3
396,93.597,BluePickedUpBall,1,1,3,3
397,93.983,BlueDash,1,1,3,3
398,93.992,BluePickedUpBall,2,1,3,3
399,94.101,BlueThrewBall,1,1,3,3
400,94.357,PurpleThrewBall,1,0,3,3
401,94.467,BlueThrewBall,0,0,3,3
402,94.637,PurplePickedUpBall,0,1,3,3
403,94.755,PurpleThrewBall,0,0,3,3
404,94.885,PurpleDash,0,0,3,3
405,94.887,HitBlue,0,0,2,3
406,94.895,BluePickedUpBall,1,0,2,3
407,95.018,BlueThrewBall,0,0,2,3
408,95.169,BlueDash,0,0,2,3
409,95.442,PurplePickedUpBall,0,1,2,3
410,95.658,BluePickedUpBall,1,1,2,3
411,95.78,PurplePickedUpBall,1,2,2,3
412,95.79,PurplePickedUpBall,1,3,2,3
413,95.9,PurpleDash,1,3,2,3
414,96.157,BlueDash,1,3,2,3
415,96.293,BlueThrewBall,0,3,2,3
416,97.012,PurpleDash,0,3,2,3
417,97.153,PurplePickedUpBall,0,4,2,3
418,97.277,BlueDash,0,4,2,3
419,97.538,PurpleThrewBall,0,3,2,3
420,97.659,HitBlue,0,3,1,3
421,97.806,PurpleThrewBall,0,2,1,3
422,98.186,PurpleDash,0,2,1,3
423,98.317,PurpleThrewBall,0,1,1,3
424,98.318,BlueDash,0,1,1,3
425,98.33,PurplePickedUpBall,0,2,1,3
426,98.595,PurpleThrewBall,0,1,1,3
427,98.72,BluePickedUpBall,1,1,1,3
428,98.866,PurplePickedUpBall,1,2,1,3
429,98.986,BlueThrewBall,0,2,1,3
430,99.254,PurpleDash,0,2,1,3
431,99.504,BlueDash,0,2,1,3
432,100.278,PurpleDash,0,2,1,3
433,100.391,PurplePickedUpBall,0,3,1,3
434,100.53,BlueDash,0,3,1,3
435,101.26,PurpleThrewBall,0,2,1,3
436,101.488,PurpleDash,0,2,1,3
437,101.615,BlueDash,0,2,1,3
438,102.111,PurplePickedUpBall,0,3,1,3
439,102.469,PurpleDash,0,3,1,3
440,102.708,BlueDash,0,3,1,3
441,103.085,PurpleThrewBall,0,2,1,3
442,103.088,HitBlue,0,2,0,3
443,103.088,GameEnd,0,2,0,3
444,103.09,ResetScene,0,0,3,3
445,103.513,PurpleDash,0,0,3,3
446,103.799,BlueDash,0,0,3,3
447,104.342,BluePickedUpBall,1,0,3,3
448,104.72,BlueThrewBall,0,0,3,3
449,105.234,PurplePickedUpBall,0,1,3,3
450,105.245,PurpleDash,0,1,3,3
451,105.245,BlueDash,0,1,3,3
452,105.492,PurplePickedUpBall,0,2,3,3
453,105.503,PurpleThrewBall,0,1,3,3
454,105.776,PurpleThrewBall,0,0,3,3
455,106.167,PurplePickedUpBall,0,1,3,3
456,106.276,PurpleThrewBall,0,0,3,3
457,106.279,HitBlue,0,0,2,3
458,106.397,PurpleDash,0,0,2,3
459,106.398,BlueDash,0,0,2,3
460,107.421,PurpleDash,0,0,2,3
461,107.422,BlueDash,0,0,2,3
462,107.549,PurplePickedUpBall,0,1,2,3
463,108.042,PurpleThrewBall,0,0,2,3
464,108.528,BluePickedUpBall,1,0,2,3
465,108.764,BlueThrewBall,0,0,2,3
466,108.768,HitPurple,0,0,2,2
467,108.775,PurpleDash,0,0,2,2
468,108.775,BlueDash,0,0,2,2
469,109.852,BluePickedUpBall,1,0,2,2
470,109.86,PurpleDash,1,0,2,2
471,109.86,BlueDash,1,0,2,2
472,109.968,BlueThrewBall,0,0,2,2
473,109.969,PurplePickedUpBall,0,1,2,2
474,110.744,BluePickedUpBall,1,1,2,2
475,111.121,PurpleDash,1,1,2,2
476,111.121,BlueDash,1,1,2,2
477,111.241,BluePickedUpBall,2,1,2,2
478,111.364,PurpleThrewBall,2,0,2,2
479,111.614,BlueThrewBall,1,0,2,2
480,111.867,BlueThrewBall,0,0,2,2
481,112.272,PurpleDash,0,0,2,2
482,112.272,BlueDash,0,0,2,2
483,113.406,PurpleDash,0,0,2,2
484,113.406,BlueDash,0,0,2,2
485,113.409,BluePickedUpBall,1,0,2,2
486,113.419,BlueThrewBall,0,0,2,2
487,113.421,HitPurple,0,0,2,1
488,114.567,PurpleDash,0,0,2,1
489,114.568,BlueDash,0,0,2,1
490,114.977,BluePickedUpBall,1,0,2,1
491,115.387,BluePickedUpBall,2,0,2,1
492,115.528,BlueThrewBall,1,0,2,1
493,115.761,PurpleDash,1,0,2,1
494,115.761,BlueDash,1,0,2,1
495,116.338,BluePickedUpBall,2,0,2,1
496,116.495,BlueThrewBall,1,0,2,1
497,116.501,HitPurple,1,0,2,0
498,116.501,GameEnd,1,0,2,0
499,116.502,ResetScene,0,0,3,3
500,117.111,PurpleDash,0,0,3,3
501,117.292,BlueDash,0,0,3,3
502,117.301,BluePickedUpBall,1,0,3,3
503,117.956,PurplePickedUpBall,1,1,3,3
504,117.987,BluePickedUpBall,2,1,3,3
505,119.003,BlueThrewBall,1,1,3,3
506,119.366,PurpleDash,1,1,3,3
507,119.367,BlueDash,1,1,3,3
508,119.392,PurplePickedUpBall,1,2,3,3
509,119.786,BlueThrewBall,0,2,3,3
510,120.33,PurpleThrewBall,0,1,3,3
511,120.34,HitBlue,0,1,2,3
512,124.441,PurpleThrewBall,0,0,2,3
513,124.763,PurpleDash,0,0,2,3
514,124.772,BlueDash,0,0,2,3
515,125.765,PurplePickedUpBall,0,1,2,3
516,125.766,PurpleThrewBall,0,0,2,3
517,126.395,PurpleDash,0,0,2,3
518,126.396,BlueDash,0,0,2,3
519,127.634,PurplePickedUpBall,0,1,2,3
520,127.927,BluePickedUpBall,1,1,2,3
521,127.93,PurpleThrewBall,1,0,2,3
522,127.931,BlueThrewBall,0,0,2,3
523,127.989,HitBlue,0,0,1,3
524,128.2,PurpleDash,0,0,1,3
525,128.201,BlueDash,0,0,1,3
526,129.864,PurpleDash,0,0,1,3
527,129.865,BlueDash,0,0,1,3
528,130.102,PurplePickedUpBall,0,1,1,3
529,130.555,BluePickedUpBall,1,1,1,3
530,131.095,PurpleThrewBall,1,0,1,3
531,131.096,BlueThrewBall,0,0,1,3
532,131.275,PurplePickedUpBall,0,1,1,3
533,131.278,PurpleThrewBall,0,0,1,3
534,131.279,PurpleDash,0,0,1,3
535,131.279,BlueDash,0,0,1,3
536,131.43,BluePickedUpBall,1,0,1,3
537,131.431,BlueThrewBall,0,0,1,3
538,132.461,PurpleDash,0,0,1,3
539,132.462,BlueDash,0,0,1,3
540,132.473,BluePickedUpBall,1,0,1,3
541,132.623,BlueThrewBall,0,0,1,3
542,133.777,PurpleDash,0,0,1,3
543,133.791,BlueDash,0,0,1,3
544,133.972,BluePickedUpBall,1,0,1,3
545,134.197,BlueThrewBall,0,0,1,3
546,135.011,BluePickedUpBall,1,0,1,3
547,135.012,PurpleDash,1,0,1,3
548,135.012,BlueThrewBall,0,0,1,3
549,135.129,HitPurple,0,0,1,2
550,135.13,BlueDash,0,0,1,2
551,135.572,BluePickedUpBall,1,0,1,2
552,135.586,BlueThrewBall,0,0,1,2
553,135.7,HitPurple,0,0,1,1
554,136.129,PurpleDash,0,0,1,1
555,136.141,PurplePickedUpBall,0,1,1,1
556,136.274,BlueDash,0,1,1,1
557,136.93,PurpleThrewBall,0,0,1,1
558,137.053,PurplePickedUpBall,0,1,1,1
559,137.058,HitBlue,0,1,0,1
560,137.058,GameEnd,0,1,0,1
561,137.059,ResetScene,0,0,3,3
562,137.282,PurpleDash,0,0,3,3
563,137.717,BlueDash,0,0,3,3
